source_center,destination_center,median_delay,trip_count,median_actual_time,median_osrm_time,median_distance
IND302004AAA,IND302014AAB,2.142857142857143,15,37.0,15.0,9.615473723157566
IND302004AAA,IND302033AAB,2.9,1,29.0,10.0,9.015065196679238
IND302006AAA,IND302014AAB,3.0,25,35.0,11.0,10.116605982553148
IND302006AAC,IND302014AAB,4.291666666666666,2,42.0,15.0,11.999246556234763
IND302014AAA,IND000000ACB,1.5333333333333334,197,154.0,90.0,110.373026221172
IND302014AAA,IND110037AAM,1.4285714285714286,154,190.5,118.0,133.71236265799558
IND302014AAA,IND301001AAB,1.387844611528822,126,123.5,86.0,78.46561056826579
IND302014AAA,IND303702AAB,2.210526315789474,19,80.0,35.0,42.57306922319038
IND302014AAA,IND305001AAC,2.0488095238095236,84,150.0,64.5,83.10769073595286
IND302014AAA,IND306401AAB,2.117647058823529,26,229.0,118.0,155.34565492762704
IND302014AAA,IND313001AAB,1.6666666666666667,178,287.0,150.0,176.9823516279509
IND302014AAA,IND332404AAA,1.5416666666666665,4,114.0,44.5,55.08874847753589
IND302014AAB,IND302004AAA,1.5833333333333333,49,30.0,14.0,10.24753476444688
IND302014AAB,IND302006AAA,1.6931818181818183,32,27.0,15.0,10.563486474424913
IND302014AAB,IND302006AAC,2.0,44,37.0,15.5,12.339292800050828
IND302014AAB,IND302020AAA,2.0,31,24.0,11.0,9.739487276571298
IND302014AAB,IND302023AAA,2.142857142857143,53,51.0,21.0,18.385948297749582
IND302014AAB,IND302026AAA,2.125,38,35.0,15.5,11.915528247512157
IND302014AAB,IND303008AAB,1.4285714285714286,35,49.0,28.0,36.43949449587321
IND302014AAB,IND303301AAB,1.0727272727272728,26,33.0,29.5,20.187591179950353
IND302014AAB,IND303303AAA,1.1833333333333333,18,36.5,24.5,32.78240301411785
IND302014AAB,IND303603AAB,1.1428571428571428,7,86.0,50.0,37.136643921716605
IND302014AAB,IND303901AAA,1.4318181818181817,30,31.0,15.0,18.942153890724388
IND302014AAB,IND304001AAA,2.0,8,61.5,31.0,40.9115087439923
IND302020AAA,IND302014AAB,4.132575757575758,22,66.5,11.0,9.690627602672192
IND302022AAD,IND000000ACB,1.625,153,150.0,88.0,108.51837794526573
IND302026AAA,IND302014AAB,8.154761904761905,4,150.0,17.5,15.601869392025307
IND303002AAA,IND302014AAA,1.784090909090909,20,60.0,27.0,31.48691973148859
IND303008AAB,IND303338AAB,1.5555555555555556,14,31.0,27.5,18.815506095265025
IND303106AAA,IND302014AAA,2.061818181818182,6,105.0,40.0,45.099262232229414
IND303106AAA,IND303002AAA,1.5,14,32.0,19.0,23.268104378433783
IND303108AAB,IND303106AAA,1.4722222222222223,18,35.0,24.5,33.14297847424318
IND303301AAB,IND303303AAA,1.3333333333333333,40,19.0,15.0,20.09530036896237
IND303303AAA,IND322230AAA,1.25,120,63.0,56.0,45.15937162793129
IND303338AAB,IND303603AAB,1.125,24,27.5,24.5,23.195886058377262
IND303503AAA,IND302014AAB,1.681547619047619,62,58.5,35.0,36.88924200334173
IND303603AAB,IND302014AAB,1.5555555555555556,36,123.5,42.0,36.74246527235209
IND303603AAB,IND303338AAB,1.2797619047619047,4,33.0,43.0,23.00645680292109
IND303702AAB,IND332001AAB,1.5,16,70.0,44.0,56.12939137634543
IND303702AAB,IND332404AAA,1.4852941176470589,16,30.0,23.5,26.08064178494409
IND303901AAA,IND304001AAA,1.3666666666666667,18,49.0,24.5,32.16321704223774
IND304001AAA,IND322001AAC,1.5,7,51.0,30.0,36.0935813124564
IND305001AAC,IND305802AAA,2.18859649122807,22,48.0,20.5,23.27535751534991
IND305001AAC,IND305901AAA,1.8888888888888888,51,57.0,35.0,44.35905621033938
IND305001AAC,IND306401AAB,1.8856209150326797,102,120.5,65.0,89.27281716265486
IND305001AAC,IND342602AAC,1.7583732057416268,10,103.5,56.0,66.38487910287034
IND305404AAA,IND305001AAC,1.7818181818181817,4,171.5,64.0,55.181952968498834
IND305404AAA,IND305601AAC,1.25,38,66.0,43.0,44.700128371351035
IND305601AAC,IND305001AAC,1.9705882352941175,19,67.0,34.0,21.577905098404702
IND305624AAA,IND305404AAA,1.3127705627705628,24,96.0,70.0,44.90378949993157
IND305802AAA,IND341512AAA,2.1059782608695654,12,59.5,28.5,27.559290803684355
IND305901AAA,IND305624AAA,1.8421052631578947,5,267.0,48.0,44.320116244122026
IND305901AAA,IND342602AAC,1.6047794117647058,18,67.5,40.0,45.66193723507514
IND306116AAA,IND306001AAA,1.75,9,120.0,54.0,44.63050500358258
IND306304AAB,IND311302AAA,1.9345238095238095,2,71.0,35.0,29.304191273388057
IND306401AAB,IND302014AAA,1.6470588235294117,216,246.5,128.0,154.4725280818633
IND306401AAB,IND305001AAC,1.9090909090909087,317,225.0,71.0,76.28684701054804
IND306401AAB,IND342005AAD,1.7142857142857142,54,64.0,36.0,44.75398616102592
IND306401AAB,IND343001AAA,1.5584415584415585,20,88.5,50.5,55.696927116962975
IND306902AAA,IND306116AAA,1.5185185185185186,1,41.0,27.0,19.21291185585225
IND307001AAA,IND306902AAA,1.2826797385620914,4,29.5,22.0,28.129184003163786
IND311001AAA,IND313324AAA,1.8461538461538465,5,120.0,65.0,79.69653845029764
IND311301AAA,IND305624AAA,4.85,12,77.5,24.0,29.483855377866472
IND311302AAA,IND305624AAA,6.949019607843137,6,121.0,26.0,30.103666082584144
IND312001AAA,IND311001AAA,1.5,39,64.0,41.0,44.88696702637628
IND312001AAA,IND312601AAA,1.6875,12,64.0,57.0,24.916265085597637
IND312403AAA,IND312001AAA,1.4545454545454546,27,96.0,68.0,44.52608664951898
IND312601AAA,IND458664AAA,1.205128205128205,11,52.0,40.0,22.699772616480587
IND312605AAB,IND313001AAB,1.7777272727272728,42,207.5,97.0,77.63988628373187
IND312605AAB,IND458001AAB,1.9703703703703703,24,45.5,27.5,24.547601359043547
IND313001AAB,IND306401AAB,1.9047619047619049,117,182.0,94.0,88.87613813004175
IND313001AAB,IND311001AAA,1.9232954545454544,6,186.0,67.5,77.38726131791526
IND313001AAB,IND312001AAA,1.8,65,126.0,58.0,67.71527066429876
IND313001AAB,IND327001AAB,2.1052631578947367,56,256.5,81.0,88.55252800605233
IND313001AAB,IND382430AAB,1.8333333333333333,140,237.0,107.0,128.3570505818451
IND313324AAA,IND313001AAB,1.7058823529411764,41,71.0,38.0,45.76919215858402
IND321001AAA,IND301001AAB,1.5833333333333333,15,536.0,76.0,66.31193403353647
IND321001AAA,IND321401AAB,1.198051948051948,20,35.5,30.5,29.31082754082145
IND321001AAB,IND321001AAA,1.3043478260869563,12,36.5,26.0,25.035846782043023
IND321001AAB,IND321401AAB,1.1952380952380952,6,104.0,50.5,44.421757938642884
IND321022AAA,IND121004AAB,2.0,75,131.0,41.0,54.912607643716605
IND321408AAB,IND301001AAB,1.9761904761904763,4,282.5,67.5,55.69375596443685
IND321408AAB,IND321606AAA,2.1034482758620685,8,61.0,32.0,23.06140137052328
IND321606AAA,IND301001AAB,2.2183794466403164,18,87.0,45.5,45.41206294149557
IND321606AAA,IND321001AAA,1.4100169779286928,6,52.0,40.0,33.46560521419225
IND322001AAC,IND302014AAB,1.3541666666666665,34,97.5,56.0,54.80682219931545
IND322201AAA,IND302014AAB,1.625,22,89.0,55.0,54.31288404004065
IND322201AAA,IND303503AAA,1.6666666666666667,53,36.0,21.0,27.539358708788065
IND322230AAA,IND322241AAA,1.6904761904761905,44,28.0,19.0,18.96242544067117
IND322241AAA,IND322201AAA,1.8730158730158728,52,37.5,16.0,19.937379165078617
IND327001AAB,IND312605AAB,1.4558823529411766,12,51.5,38.0,45.00545373860088
IND328001AAA,IND000000ACB,1.3076923076923077,9,157.0,96.0,111.64374136800603
IND328001AAA,IND474003AAA,1.4415584415584415,18,78.0,49.5,47.19921329969388
IND331023AAA,IND331304AAA,1.1428571428571428,6,32.0,26.5,27.51002148488621
IND331304AAA,IND332001AAB,2.089572192513369,14,218.5,81.0,88.84385712601399
IND331507AAA,IND302014AAA,1.8078817733990147,24,243.0,87.5,99.49915507137744
IND331701AAA,IND125001AAA,2.071428571428571,6,343.0,55.5,44.947086484185014
IND332001AAB,IND333001AAA,1.25,9,57.0,45.0,44.7086410632361
IND332001AAB,IND333028AAA,1.3866995073891626,8,102.0,71.0,55.88520747198069
IND332001AAB,IND333031AAA,1.7023809523809526,10,172.0,68.0,66.71256759715672
IND332001AAB,IND333042AAA,1.6181818181818182,28,51.0,31.5,25.119914407927297
IND332001AAB,IND334001AAB,1.5294117647058822,90,132.0,83.0,111.80538232384217
IND332001AAB,IND334001AAC,1.4838709677419355,27,121.0,83.0,111.83054938063258
IND332404AAA,IND332001AAB,1.41640866873065,34,47.5,35.0,44.60908077338889
IND332713AAA,IND332709AAA,1.7596153846153846,12,44.0,29.5,25.58754211363435
IND332713AAA,IND332715AAB,1.5365612648221345,2,69.0,35.5,30.032390880773505
IND333001AAA,IND333028AAA,1.411764705882353,5,48.0,41.0,22.23744361587121
IND333028AAA,IND333502AAA,1.0637254901960784,2,49.0,40.5,23.6654079546202
IND333028AAA,IND333504AAA,1.4213362068965516,2,67.0,32.5,22.413892839608778
IND333031AAA,IND331023AAA,3.146198830409357,10,63.0,24.5,29.222923141397036
IND333042AAA,IND333031AAA,1.4,39,84.0,51.0,44.27496031500918
IND333504AAA,IND332713AAA,1.7866666666666666,4,55.5,32.0,29.198393552695304
IND334001AAB,IND334803AAA,1.6176470588235294,6,64.0,35.0,44.4458361405721
IND334001AAC,IND334803AAA,1.601010101010101,12,65.0,37.5,44.490278972775386
IND334001AAC,IND341001AAC,1.6360294117647058,10,83.0,51.0,67.01428289633361
IND334803AAA,IND341001AAC,1.6966911764705883,8,54.0,33.5,44.4352494245572
IND335001AAA,IND125104AAA,1.5238095238095235,40,94.0,58.0,55.63126334883098
IND335051AAA,IND335513AAA,1.2264957264957266,80,118.0,53.0,50.523085329951826
IND335501AAA,IND331701AAA,1.7142857142857142,1,36.0,21.0,21.950662093584118
IND335513AAA,IND335001AAA,1.8424242424242423,18,70.0,39.0,44.796607101802465
IND335513AAA,IND335803AAA,1.2980295566502464,24,23.0,18.5,20.08483721608991
IND335513AAA,IND335804AAD,1.275,6,53.0,31.0,32.046617259057314
IND335523AAB,IND125001AAA,1.5588235294117647,5,407.0,86.0,66.17538168322795
IND335524AAA,IND335523AAB,1.173913043478261,2,45.0,35.0,29.37522320726964
IND335701AAA,IND335051AAA,1.0,27,38.0,28.0,28.376624256897063
IND335703AAA,IND335701AAA,1.1125,32,28.0,22.0,20.444629767140587
IND335803AAA,IND335804AAD,1.2,17,24.0,19.0,19.32612259912126
IND335804AAD,IND335701AAA,1.0416666666666665,16,55.5,42.5,41.2583972745962
IND335804AAD,IND335703AAA,1.0263157894736843,27,37.0,30.0,29.581389823465567
IND341001AAC,IND341030AAA,1.4388586956521738,4,47.0,30.0,31.68021396694646
IND341001AAC,IND341303AAA,1.5327272727272727,28,73.0,49.0,56.07708548959211
IND341030AAA,IND341303AAA,1.3,9,57.0,37.0,44.45736148457102
IND341303AAA,IND341306AAA,1.6875,28,37.0,23.0,29.90230313888283
IND341306AAA,IND302014AAA,1.765880217785844,32,195.5,87.0,99.46160870525262
IND341503AAB,IND341510AAB,2.0884615384615386,24,66.0,27.0,30.216016323131015
IND341505AAA,IND341503AAB,1.2291666666666667,36,119.0,65.5,44.35230852575309
IND341505AAA,IND341510AAB,1.6295210166177907,4,131.0,77.0,55.52008072927477
IND341510AAB,IND305001AAC,2.15,42,105.5,42.5,44.429769917860014
IND341512AAA,IND341505AAA,1.7272727272727273,5,42.0,23.0,17.708120287520178
IND342005AAD,IND342601AAA,2.0,27,84.0,38.0,44.63124756563232
IND342005AAD,IND342902AAA,2.098214285714286,20,141.5,67.0,58.808127998723975
IND342005AAD,IND344022AAB,1.4833333333333334,18,71.0,53.0,66.57526003506601
IND342301AAA,IND342005AAD,1.9,54,193.0,81.0,88.42994141107499
IND342601AAA,IND342902AAA,1.810714285714286,6,65.5,34.0,26.858481872895474
IND342602AAC,IND306304AAB,2.0742705570291777,2,81.0,36.0,30.02980266788763
IND342602AAC,IND311302AAA,1.9090909090909087,11,121.0,57.0,46.09269963929197
IND342902AAA,IND302014AAA,1.9846491228070176,50,266.0,106.0,122.54444654021606
IND343001AAA,IND343029AAB,1.2219887955182072,6,66.5,55.0,44.6801861466253
IND343029AAB,IND307001AAA,1.2404092071611252,6,67.5,58.0,47.17260095543851
IND344001AAA,IND342301AAA,1.256578947368421,36,152.0,93.0,112.6360897073
IND344001AAA,IND345001AAA,0.7459677419354839,42,93.0,130.0,88.86995579795583
IND344001AAA,IND345021AAA,1.2105263157894737,21,92.0,70.0,90.7420157179201
IND344022AAB,IND342301AAA,1.3125,9,155.0,92.0,111.67752330243444
IND344022AAB,IND344001AAA,1.3764705882352941,36,56.5,43.5,55.83349854007289
IND345001AAA,IND342301AAA,1.2352941176470589,7,140.0,75.0,88.15899473577417
IND345001AAA,IND345021AAA,1.25,20,68.5,51.0,66.39804156304584
IND345021AAA,IND342301AAA,1.3229166666666665,30,42.5,35.0,45.072613551749996
IND360003AAA,IND360311AAA,1.845238095238095,8,31.5,15.5,23.13288863546545
IND360311AAA,IND360050AAA,1.4545454545454546,5,40.0,29.0,27.66883417048127
IND360370AAA,IND360410AAA,2.4615384615384617,1,32.0,13.0,15.679869604610314
IND360410AAA,IND360490AAA,2.824175824175825,2,38.0,13.5,15.668733552267021
IND360490AAA,IND362001AAA,2.3208333333333333,20,69.0,29.0,24.875374995494674
IND360510AAB,IND360530AAB,1.3333333333333333,37,23.0,19.0,19.00126079955839
IND360530AAB,IND362001AAA,1.7321428571428572,98,92.5,44.0,36.77540523595604
IND360575AAA,IND360510AAB,1.5192307692307692,38,41.0,28.0,27.042550160786824
IND361001AAA,IND361305AAC,1.7886029411764706,48,55.5,35.0,44.51449809605164
IND361305AAC,IND361315AAA,1.5669642857142856,20,37.0,23.5,32.65760924714062
IND361305AAC,IND361335AAA,1.5625,4,78.0,48.5,55.5217321624672
IND361315AAA,IND361335AAA,1.6066176470588234,22,34.5,22.0,28.050862912845638
IND361335AAA,IND360002AAB,1.4,9,136.0,114.0,110.58974470611358
IND362001AAA,IND360370AAA,2.25,20,37.5,19.0,25.360670155187236
IND362001AAA,IND360575AAA,1.3798076923076923,112,60.5,45.5,54.443951991175865
IND362001AAA,IND362220AAA,1.7638888888888888,52,36.5,17.5,23.313954747206978
IND362001AAA,IND362265AAA,1.3333333333333333,16,56.0,32.0,41.3057593541665
IND362150AAA,IND362001AAA,1.5555555555555556,54,58.0,45.5,37.579043550626736
IND362220AAA,IND362225AAA,2.0,18,39.0,19.0,19.08565765609484
IND362220AAA,IND362265AAA,1.6,10,34.0,20.0,27.449326078839853
IND362225AAA,IND362265AAA,1.8285714285714283,22,32.0,18.0,18.544015482291446
IND362265AAA,IND362720AAA,2.25,78,50.5,25.0,27.263452275682596
IND362560AAA,IND362150AAA,1.588235294117647,64,74.0,46.0,42.39967914486371
IND362720AAA,IND362560AAA,2.0,66,37.5,20.0,27.11821994096097
IND363001AAA,IND363421AAB,1.1625,26,35.5,32.5,23.842669765766846
IND363310AAB,IND382430AAB,1.1619644723093,54,143.0,92.0,78.53017212437476
IND363330AAB,IND363310AAB,1.7169076751946608,16,56.5,33.5,26.08150122335452
IND363421AAB,IND364710AAA,1.8125,31,66.0,37.0,44.21527907140258
IND363520AAC,IND363001AAA,1.181818181818182,39,48.0,42.0,45.49353440451132
IND363621AAB,IND360002AAB,1.7181818181818183,8,44.0,25.5,23.14269944896736
IND363641AAA,IND360002AAB,1.5555555555555556,7,69.0,51.0,36.50103286210508
IND363641AAA,IND363621AAB,1.353846153846154,18,29.5,26.5,18.87198863006917
IND364004AAB,IND365560AAA,1.83125,34,95.5,59.0,67.15114677398
IND364270AAA,IND364001AAA,1.927807486631016,4,55.0,31.0,32.385211705341085
IND364290AAA,IND365560AAB,2.2263157894736842,2,51.0,24.0,28.430607464932756
IND365560AAA,IND365560AAB,1.8666666666666667,23,96.0,43.0,47.75221710385584
IND365560AAB,IND364290AAA,2.4545454545454546,22,66.5,26.5,28.518436841444313
IND370001AAA,IND370110AAA,6.470588235294118,10,92.0,22.5,29.99920804539688
IND370001AAA,IND370201AAA,5.695652173913044,3,178.0,39.0,44.354683529166266
IND370001AAA,IND370615AAB,1.608695652173913,15,58.0,42.0,39.11557840229744
IND370110AAA,IND370001AAA,2.1819852941176467,28,55.5,23.0,30.238232982049468
IND370110AAA,IND370615AAB,1.9285714285714284,4,123.5,57.0,56.32465841092707
IND370201AAA,IND363310AAB,1.565217391304348,7,164.0,111.0,90.25850917463332
IND370201AAA,IND363330AAB,1.3333333333333333,48,110.5,90.0,82.14675576064646
IND370615AAB,IND370001AAA,4.122159090909091,4,195.5,42.5,39.08268546018866
IND380005AAA,IND382421AAA,2.7,7,27.0,9.0,9.10788197614018
IND380005AAA,IND382430AAB,1.6666666666666667,3,54.0,22.0,21.731146515035466
IND380005AAA,IND382721AAA,3.32967032967033,4,35.0,15.5,12.930287690830887
IND380006AAA,IND382430AAB,1.6666666666666667,36,17.0,10.0,9.952346515318379
IND380006AAB,IND382430AAB,2.732142857142857,54,33.5,11.0,10.633874728520155
IND380021AAA,IND382430AAB,2.2857142857142856,63,31.0,11.0,11.280405948626171
IND380054AAA,IND382430AAB,1.9,47,30.0,14.0,13.056868935012467
IND382421AAA,IND382430AAB,2.125,59,63.0,27.0,27.787253057288503
IND382421AAA,IND382721AAA,1.2727272727272727,27,18.0,15.0,11.237571829722384
IND382430AAB,IND000000ACB,1.6363636363636365,558,569.0,330.5,398.71049567406567
IND382430AAB,IND313001AAB,1.8571428571428568,141,220.0,120.0,132.0070351030111
IND382430AAB,IND364004AAB,1.6153846153846154,77,122.0,78.0,89.2018379297968
IND382430AAB,IND370201AAA,1.2727272727272727,137,274.0,179.0,132.74787263457577
IND382430AAB,IND380005AAA,1.875,104,35.0,21.0,18.732072226893944
IND382430AAB,IND380015AAB,2.2222222222222223,66,26.0,11.0,12.259719492035797
IND382430AAB,IND380054AAA,2.0,79,30.0,14.0,12.12324198423269
IND382430AAB,IND382345AAA,2.0,66,28.0,13.5,12.81540235456836
IND382430AAB,IND384205AAA,1.3333333333333333,74,76.0,67.5,66.00287141570706
IND382430AAB,IND387620AAB,2.181818181818182,6,62.0,35.5,32.17936780078199
IND382430AAB,IND388320AAA,0.75,27,54.0,64.0,45.36796621633949
IND382430AAB,IND389001AAA,1.6842105263157894,105,95.0,57.0,66.99820770202126
IND382430AAB,IND395023AAA,1.632456140350877,300,211.0,101.0,122.51979834951501
IND382715AAA,IND382430AAB,1.8674812030075187,50,95.0,47.5,44.450522845628186
IND382721AAA,IND382430AAB,2.0416666666666665,58,80.5,26.0,27.185742019849336
IND383001AAA,IND383315AAC,1.1130952380952381,26,41.5,33.0,32.31239044073684
IND383255AAB,IND384205AAA,1.1742424242424243,36,111.5,61.5,55.9914006429395
IND383315AAC,IND383255AAB,1.3,39,71.0,62.0,45.31166725492162
IND383315AAC,IND384205AAA,1.1363636363636365,5,83.0,64.0,67.4503458920141
IND384170AAA,IND384265AAB,1.2272727272727273,17,28.0,22.0,22.624039996532648
IND384205AAA,IND382430AAB,1.8574660633484161,4,106.0,57.0,56.16126278918921
IND384205AAA,IND382715AAA,1.4328703703703702,36,50.5,33.0,30.41721380356138
IND384205AAA,IND383001AAA,1.137931034482759,33,54.0,50.0,45.20018420889532
IND384205AAA,IND384170AAA,1.2857142857142858,7,34.0,28.0,21.055065043606657
IND384205AAA,IND384355AAB,1.8055555555555554,26,48.5,30.5,30.572730377373475
IND384205AAA,IND385001AAA,1.6428571428571428,3,80.0,59.0,44.03147134018696
IND384265AAB,IND385320AAA,1.173913043478261,33,60.0,57.0,44.78203446199767
IND384265AAB,IND385340AAB,1.064516129032258,3,92.0,43.0,44.47483762635056
IND384355AAB,IND384205AAA,2.040372670807453,2,66.0,27.0,26.848526209896423
IND384355AAB,IND385001AAA,1.5,31,89.0,61.0,45.22433137555232
IND385001AAA,IND385535AAA,1.5625,19,25.0,16.0,22.590355958893856
IND385320AAA,IND385340AAB,0.7376344086021505,24,23.0,31.5,24.01381963437923
IND385340AAB,IND384205AAA,0.9564814814814814,16,92.5,79.5,60.264701201245316
IND385535AAA,IND384205AAA,1.5917508417508417,66,114.5,65.0,63.963853980744986
IND387001AAA,IND388220AAA,1.7777777777777777,41,28.0,17.0,18.62054150569083
IND387620AAB,IND389230AAB,1.7333333333333334,6,80.0,39.0,36.40689881570764
IND388121AAA,IND388620AAB,1.3923076923076922,54,44.0,27.0,27.44774877669103
IND388220AAA,IND388320AAA,1.818181818181818,41,40.0,23.0,18.46587008840937
IND388320AAA,IND387001AAA,1.8,23,22.0,13.0,16.042738890114478
IND388320AAA,IND388121AAA,4.25,1,51.0,12.0,9.383421597437652
IND388320AAA,IND388220AAA,1.7777777777777777,3,33.0,19.0,18.172236317653784
IND388320AAA,IND390022AAA,2.0789473684210527,12,45.0,27.0,27.493998700116542
IND388620AAB,IND388320AAA,1.8333333333333333,65,58.0,29.0,27.729004373813307
IND389001AAA,IND389151AAA,1.5555555555555556,63,58.0,37.0,45.19307631022765
IND389151AAA,IND457661AAA,2.8785714285714286,22,71.5,26.0,28.55579323850244
IND390018AAB,IND390020AAA,2.0,1,24.0,12.0,9.79496418572376
IND390020AAA,IND390018AAB,3.363636363636364,1,37.0,11.0,9.162607866564414
IND390020AAA,IND390022AAA,3.6,3,96.0,14.0,10.027347836509852
IND390020AAA,IND391110AAD,1.9375,28,42.0,25.5,22.984716716201365
IND390022AAA,IND382430AAB,1.55,33,82.0,52.0,66.01371569908468
IND390022AAA,IND388320AAA,1.4142857142857141,72,37.5,27.0,23.70615545373363
IND390022AAA,IND390020AAA,4.416666666666667,3,53.0,12.0,9.849077426243143
IND390022AAA,IND395023AAA,1.625,147,143.0,78.0,89.03888199394022
IND391110AAD,IND390020AAA,2.909090909090909,16,86.0,25.5,23.481125601153455
IND391110AAD,IND390022AAA,1.5277777777777777,4,122.5,25.0,22.877110635762286
IND395001AAA,IND395023AAD,10.285714285714286,15,135.0,14.0,9.255899528788348
IND395004AAB,IND395023AAD,4.555555555555555,7,87.0,15.0,12.647156358159137
IND395006AAA,IND395023AAD,9.733333333333333,3,146.0,15.0,9.52179176554007
IND395009AAA,IND395023AAD,9.5,21,150.0,16.0,12.547696891981486
IND395010AAB,IND395023AAA,1.4375,1,23.0,16.0,9.293349252030708
IND395023AAA,IND110037AAM,1.6,773,719.0,402.0,484.7558795682068
IND395023AAA,IND382430AAB,1.5263157894736843,201,178.0,117.0,132.02241869863508
IND395023AAA,IND390022AAA,1.5590277777777777,52,113.5,72.0,89.78126092384738
IND395023AAA,IND394221AAA,4.013368983957219,2,62.5,14.0,9.397276632300107
IND395023AAA,IND396191AAC,1.8469785575048734,40,83.0,49.5,57.156231323947225
IND395023AAA,IND411033AAA,1.7207792207792207,154,555.5,168.0,167.41260105512416
IND395023AAA,IND421302AAG,1.9285714285714288,30,305.5,125.0,122.79651105952823
IND395023AAA,IND562132AAA,1.5,930,754.5,437.0,528.3717833726212
IND395023AAD,IND395001AAA,2.25,8,28.5,12.5,9.238182466882943
IND395023AAD,IND395004AAB,2.333333333333333,34,33.5,13.0,12.583174102787215
IND395023AAD,IND395006AAA,1.8846153846153848,34,25.0,13.0,9.710277416178297
IND395023AAD,IND395009AAA,2.75,8,41.5,14.0,11.115404493302186
IND395023AAD,IND396445AAA,1.9285714285714284,14,25.0,13.0,14.114647560843128
IND396001AAA,IND395023AAD,1.5384615384615383,37,114.0,36.0,39.09026073617548
IND396105AAA,IND396191AAC,1.7857142857142856,4,21.5,8.5,11.119366344307268
IND396191AAB,IND421302AAG,1.6578947368421053,12,171.0,78.5,79.20533508337832
IND396191AAC,IND395023AAA,2.101010101010101,4,135.0,56.0,56.42951585372873
IND396191AAC,IND396105AAA,0.6,3,12.0,22.0,10.21451444791922
IND396191AAC,IND396210AAA,3.909090909090909,1,43.0,11.0,9.376028394774304
IND396191AAC,IND396232AAA,2.0625,34,23.0,12.0,13.240298990599456
IND396191AAC,IND421302AAG,1.793103448275862,43,215.0,83.0,88.55835902956628
IND396232AAA,IND396191AAC,3.155555555555556,30,37.5,13.0,12.359798608232499
IND396321AAA,IND396001AAA,1.4,21,24.0,18.0,19.450597914816942
IND396321AAA,IND396580AAB,1.8333333333333333,77,35.0,21.0,27.99518553978879
IND396445AAA,IND396321AAA,1.7333333333333334,21,41.0,23.0,18.572680600909727
IND396580AAB,IND396321AAA,1.775,30,43.5,23.0,27.971773247984693
IND400011AAA,IND400072AAB,2.2111111111111112,24,31.0,13.5,14.317765233516418
IND400011AAA,IND400072AAD,2.6666666666666665,107,41.0,16.0,13.52294818488325
IND400015AAA,IND400072AAB,2.6666666666666665,67,43.0,16.0,15.100279524143916
IND400015AAA,IND421302AAG,1.8375,4,30.5,19.5,24.60582804669702
IND400015AAB,IND400072AAB,3.8,11,67.0,17.0,14.767041434445144
IND400015AAB,IND421302AAG,2.375,81,60.0,22.0,27.05704112891364
IND400016AAA,IND400015AAA,1.8,1,18.0,10.0,9.301058181446578
IND400016AAB,IND400072AAB,5.0,1,60.0,12.0,9.08742139422972
IND400016AAB,IND400072AAD,2.7916666666666665,18,35.0,13.0,9.54312562452074
IND400037AAA,IND400072AAJ,3.3076923076923075,13,42.0,13.0,9.278519731810343
IND400064AAB,IND400072AAB,3.083916083916084,4,37.5,12.5,9.195998892760276
IND400064AAB,IND400072AAD,3.1813186813186816,20,43.5,13.0,9.126533726801176
IND400072AAA,IND421302AAG,2.6666666666666665,3,68.0,15.0,19.11520170401466
IND400072AAB,IND000000AFT,2.363636363636364,131,41.0,16.0,12.69263317104449
IND400072AAB,IND400011AAA,3.6875,4,40.5,13.0,12.435502979680663
IND400072AAB,IND400015AAA,2.875,107,39.0,16.0,15.32453575193537
IND400072AAB,IND400015AAB,2.9305555555555554,2,39.0,13.0,12.737821115483786
IND400072AAB,IND400701AAB,2.3833333333333333,6,33.0,14.5,11.86598329641939
IND400072AAB,IND401104AAA,2.7142857142857144,144,32.5,13.5,15.020167471859168
IND400072AAB,IND401104AAB,3.642857142857143,2,35.5,11.0,13.369477349214975
IND400072AAB,IND411033AAA,1.9038901601830664,40,119.0,66.0,67.05108190238579
IND400072AAB,IND421302AAG,2.5454545454545454,171,45.0,20.0,18.35741114157977
IND400072AAB,IND421302AAR,1.8944444444444444,60,36.0,20.0,18.495035129066995
IND400072AAB,IND421302AAS,2.111111111111111,6,51.5,20.0,18.46173959142859
IND400072AAC,IND400011AAA,2.844444444444444,34,41.0,12.5,12.356626390767065
IND400072AAD,IND421302AAG,2.4772727272727275,238,41.0,19.0,18.135489211123282
IND400072AAI,IND000000AFS,9.416666666666666,1,113.0,12.0,10.050006019646226
IND400072AAJ,IND400037AAA,9.0,2,108.0,12.0,9.45628505013454
IND400102AAB,IND421302AAG,1.95,56,43.0,21.0,18.351132923796413
IND400102AAC,IND400052AAA,3.8,11,46.0,10.0,9.269842634684032
IND400102AAC,IND421302AAG,2.4545454545454546,79,59.0,20.0,18.34558788833472
IND400612AAA,IND421302AAR,2.375,10,28.5,12.0,9.184305388302045
IND400701AAA,IND400705AAA,3.6666666666666665,1,55.0,15.0,14.332864971345886
IND400701AAA,IND410206AAA,1.6666666666666667,49,36.0,16.0,18.42122067514238
IND400701AAB,IND421302AAG,2.1666666666666665,49,41.0,17.0,14.83980961519819
IND400705AAA,IND421302AAH,2.5,32,59.5,21.0,18.168039176121
IND400706AAA,IND000000AFT,4.712121212121212,2,47.5,10.0,9.741193443229163
IND401104AAA,IND400072AAB,2.928571428571429,58,42.0,15.0,16.338118297452002
