source_center,destination_center,route_type,time_of_day,median_delay,trip_count
IND273014AAB,IND277303AAC,FTL,Evening,2.066666666666667,80
IND273155AAA,IND273014AAB,Carting,Night,2.3428571428571425,4
IND273155AAA,IND273303AAA,Carting,Night,1.5,3
IND273303AAA,IND273304AAA,Carting,Night,1.8571428571428568,3
IND273304AAA,IND273014AAB,Carting,Night,2.3809523809523805,92
IND274001AAA,IND273014AAB,FTL,Morning,3.066666666666667,3
IND274001AAA,IND274509AAB,FTL,Night,1.94,18
IND274301AAB,IND273014AAB,FTL,Night,1.944862155388471,2
IND274301AAB,IND273014AAB,FTL,Morning,2.799431009957326,26
IND274301AAB,IND273014AAB,FTL,Afternoon,2.81781045751634,2
IND274304AAA,IND274304AAB,FTL,Night,5.038461538461538,6
IND274304AAB,IND274301AAB,FTL,Night,2.3823529411764706,4
IND274304AAB,IND274301AAB,FTL,Morning,2.235294117647059,13
IND274304AAB,IND274304AAA,FTL,Night,2.909090909090909,1
IND274402AAA,IND274301AAB,FTL,Morning,3.4117647058823533,2
IND274402AAA,IND274304AAB,FTL,Night,3.0,3
IND274402AAA,IND274304AAB,FTL,Morning,2.6666666666666665,1
IND274509AAB,IND274001AAA,FTL,Morning,2.125,1
IND274509AAB,IND274304AAA,FTL,Night,1.8333333333333333,5
IND274509AAB,IND274402AAA,FTL,Night,2.3076923076923075,5
IND275101AAA,IND275503AAA,FTL,Night,4.136363636363637,2
IND275303AAA,IND276140AAA,FTL,Night,2.1525735294117645,4
IND275503AAA,IND275303AAA,FTL,Night,4.26923076923077,4
IND276128AAA,IND276305AAA,FTL,Night,1.6512605042016806,12
IND276129AAA,IND221010AAB,FTL,Morning,3.225806451612903,3
IND276140AAA,IND276129AAA,FTL,Night,2.285714285714286,2
IND276305AAA,IND223101AAB,FTL,Night,2.0,10
IND276305AAA,IND223101AAB,FTL,Morning,2.5384615384615383,1
IND277201AAA,IND221706AAA,FTL,Night,2.0069444444444446,20
IND277201AAA,IND221706AAA,FTL,Morning,1.9375,8
IND277211AAA,IND277201AAA,FTL,Night,2.523809523809524,5
IND277303AAC,IND277211AAA,FTL,Night,1.4472727272727273,12
IND281121AAB,IND110037AAM,FTL,Night,1.7703488372093024,66
IND281401AAA,IND121004AAB,Carting,Night,1.8571428571428568,21
IND281401AAA,IND321022AAA,Carting,Night,1.1428571428571428,25
IND282001AAA,IND000000ACB,FTL,Afternoon,1.5393939393939395,40
IND282001AAA,IND110037AAM,Carting,Morning,2.0,19
IND282001AAA,IND110037AAM,Carting,Afternoon,1.4415584415584415,38
IND282001AAA,IND110037AAM,FTL,Afternoon,1.6084558823529411,16
IND282001AAA,IND110037AAM,FTL,Evening,1.4375,9
IND282001AAC,IND000000ACB,FTL,Afternoon,1.837121212121212,16
IND282001AAF,IND283122AAB,Carting,Night,2.111111111111111,33
IND282001AAF,IND283122AAB,FTL,Night,2.1666666666666665,7
IND283122AAB,IND282005AAA,Carting,Night,6.528787878787879,6
IND283122AAB,IND328001AAA,FTL,Night,1.0434782608695652,21
IND283203AAA,IND110037AAM,Carting,Night,1.818181818181818,21
IND283203AAA,IND110037AAM,FTL,Night,1.872983870967742,104
IND284001AAA,IND284403AAA,FTL,Night,1.5625,25
IND284403AAA,IND472001AAA,FTL,Morning,1.1699561403508771,4
IND284403AAA,IND474003AAA,FTL,Night,2.5048076923076925,1
IND285001AAD,IND285205AAB,FTL,Night,1.5857142857142859,40
IND285001AAD,IND285205AAB,FTL,Morning,1.4057142857142857,2
IND285205AAB,IND210431AAA,FTL,Night,2.076923076923077,9
IND285205AAB,IND210431AAA,FTL,Morning,1.8057184750733137,6
IND301001AAB,IND302014AAA,FTL,Evening,1.6980392156862745,12
IND301001AAB,IND321001AAB,FTL,Evening,1.9544513457556936,50
IND301001AAB,IND321606AAA,FTL,Evening,2.2,9
IND301019AAA,IND123001AAA,FTL,Evening,2.2549019607843137,8
IND301019AAA,IND301705AAA,FTL,Evening,2.7381404174573056,18
IND301705AAA,IND123001AAA,FTL,Night,2.3407258064516125,2
IND302004AAA,IND302014AAB,Carting,Night,2.142857142857143,15
IND302004AAA,IND302033AAB,Carting,Night,2.9,1
IND302006AAA,IND302014AAB,Carting,Night,3.0,25
IND302006AAC,IND302014AAB,Carting,Night,4.291666666666666,2
IND302014AAA,IND000000ACB,FTL,Night,1.5625,89
IND302014AAA,IND000000ACB,FTL,Afternoon,1.5479166666666666,90
IND302014AAA,IND000000ACB,FTL,Evening,1.46875,18
IND302014AAA,IND110037AAM,FTL,Night,1.411764705882353,110
IND302014AAA,IND110037AAM,FTL,Morning,1.5588235294117647,11
IND302014AAA,IND110037AAM,FTL,Evening,1.4285714285714286,33
IND302014AAA,IND301001AAB,FTL,Afternoon,1.387844611528822,126
IND302014AAA,IND303702AAB,FTL,Morning,2.428792569659443,4
IND302014AAA,IND303702AAB,FTL,Afternoon,2.210526315789474,15
IND302014AAA,IND305001AAC,FTL,Morning,2.0488095238095236,84
IND302014AAA,IND306401AAB,FTL,Morning,2.117647058823529,26
IND302014AAA,IND313001AAB,FTL,Afternoon,1.7321428571428572,30
IND302014AAA,IND313001AAB,FTL,Evening,1.6545092838196285,148
IND302014AAA,IND332404AAA,FTL,Afternoon,1.5416666666666665,4
IND302014AAB,IND302004AAA,Carting,Night,1.3333333333333333,20
IND302014AAB,IND302004AAA,Carting,Morning,1.9583333333333335,22
IND302014AAB,IND302004AAA,Carting,Evening,1.25,7
IND302014AAB,IND302006AAA,Carting,Night,1.775,18
IND302014AAB,IND302006AAA,Carting,Morning,1.4916666666666667,14
IND302014AAB,IND302006AAC,Carting,Night,2.0,34
IND302014AAB,IND302006AAC,Carting,Morning,1.5,8
IND302014AAB,IND302006AAC,Carting,Evening,7.375,2
IND302014AAB,IND302020AAA,Carting,Night,2.0,31
IND302014AAB,IND302023AAA,Carting,Night,2.173611111111111,30
IND302014AAB,IND302023AAA,Carting,Morning,2.107142857142857,20
IND302014AAB,IND302023AAA,Carting,Evening,2.142857142857143,3
IND302014AAB,IND302026AAA,Carting,Night,1.9230769230769234,24
IND302014AAB,IND302026AAA,Carting,Evening,5.166666666666666,14
IND302014AAB,IND303008AAB,Carting,Evening,1.4285714285714286,35
IND302014AAB,IND303301AAB,Carting,Evening,1.0727272727272728,26
IND302014AAB,IND303303AAA,Carting,Evening,1.1833333333333333,18
IND302014AAB,IND303603AAB,Carting,Evening,1.1428571428571428,7
IND302014AAB,IND303901AAA,Carting,Evening,1.4318181818181817,30
IND302014AAB,IND304001AAA,Carting,Evening,2.0,8
IND302020AAA,IND302014AAB,Carting,Night,4.132575757575758,22
IND302022AAD,IND000000ACB,Carting,Evening,1.625,153
IND302026AAA,IND302014AAB,Carting,Morning,8.154761904761905,4
IND303002AAA,IND302014AAA,FTL,Night,1.784090909090909,20
IND303008AAB,IND303338AAB,Carting,Night,1.5555555555555556,14
IND303106AAA,IND302014AAA,FTL,Night,2.061818181818182,6
IND303106AAA,IND303002AAA,FTL,Night,1.5,14
IND303108AAB,IND303106AAA,FTL,Night,1.4722222222222223,18
IND303301AAB,IND303303AAA,Carting,Night,1.3333333333333333,20
IND303301AAB,IND303303AAA,Carting,Evening,1.3541666666666665,20
IND303303AAA,IND322230AAA,Carting,Night,1.25,120
IND303338AAB,IND303603AAB,Carting,Night,1.125,24
IND303503AAA,IND302014AAB,Carting,Night,1.6666666666666667,49
IND303503AAA,IND302014AAB,Carting,Morning,1.7142857142857142,13
IND303603AAB,IND302014AAB,Carting,Night,1.5555555555555556,36
IND303603AAB,IND303338AAB,Carting,Night,1.2797619047619047,4
IND303702AAB,IND332001AAB,FTL,Afternoon,1.5,16
IND303702AAB,IND332404AAA,FTL,Afternoon,1.4852941176470589,16
IND303901AAA,IND304001AAA,Carting,Night,1.3666666666666667,18
IND304001AAA,IND322001AAC,Carting,Night,1.5,7
IND305001AAC,IND305802AAA,FTL,Evening,2.18859649122807,22
IND305001AAC,IND305901AAA,FTL,Evening,1.8888888888888888,51
IND305001AAC,IND306401AAB,FTL,Afternoon,1.8856209150326797,102
IND305001AAC,IND342602AAC,FTL,Evening,1.7583732057416268,10
IND305404AAA,IND305001AAC,FTL,Morning,1.7818181818181817,4
IND305404AAA,IND305601AAC,FTL,Morning,1.25,38
IND305601AAC,IND305001AAC,FTL,Afternoon,1.9705882352941173,19
IND305624AAA,IND305404AAA,FTL,Morning,1.3127705627705628,24
IND305802AAA,IND341512AAA,FTL,Night,2.1059782608695654,12
IND305901AAA,IND305624AAA,FTL,Night,1.8421052631578947,5
IND305901AAA,IND342602AAC,FTL,Evening,1.6047794117647058,18
IND306116AAA,IND306001AAA,FTL,Morning,1.75,9
IND306304AAB,IND311302AAA,FTL,Night,1.9345238095238095,2
IND306401AAB,IND302014AAA,FTL,Morning,1.6470588235294117,216
IND306401AAB,IND305001AAC,Carting,Morning,1.9090909090909087,317
IND306401AAB,IND342005AAD,FTL,Evening,1.7142857142857142,54
IND306401AAB,IND343001AAA,FTL,Night,1.5229885057471266,4
IND306401AAB,IND343001AAA,FTL,Evening,1.5584415584415585,16
IND306902AAA,IND306116AAA,FTL,Morning,1.5185185185185186,1
IND307001AAA,IND306902AAA,FTL,Night,1.2826797385620914,4
IND311001AAA,IND313324AAA,FTL,Night,1.8461538461538465,5
IND311301AAA,IND305624AAA,FTL,Night,4.85,10
IND311301AAA,IND305624AAA,FTL,Morning,4.189473684210526,2
IND311302AAA,IND305624AAA,FTL,Night,6.949019607843137,6
IND312001AAA,IND311001AAA,FTL,Night,1.5238095238095235,30
IND312001AAA,IND311001AAA,FTL,Evening,1.4285714285714286,9
IND312001AAA,IND312601AAA,FTL,Night,1.6875,12
IND312403AAA,IND312001AAA,FTL,Night,1.5406976744186047,24
IND312403AAA,IND312001AAA,FTL,Morning,0.9069767441860463,3
IND312601AAA,IND458664AAA,FTL,Night,1.205128205128205,11
IND312605AAB,IND313001AAB,FTL,Night,1.7777272727272728,42
IND312605AAB,IND458001AAB,FTL,Night,1.9703703703703703,24
IND313001AAB,IND306401AAB,FTL,Night,1.9047619047619049,117
IND313001AAB,IND311001AAA,FTL,Afternoon,1.9232954545454544,6
IND313001AAB,IND312001AAA,FTL,Morning,1.775,20
IND313001AAB,IND312001AAA,FTL,Afternoon,1.8571428571428568,45
IND313001AAB,IND327001AAB,FTL,Morning,2.1052631578947367,7
IND313001AAB,IND327001AAB,FTL,Afternoon,2.1052631578947367,49
IND313001AAB,IND382430AAB,FTL,Morning,1.8333333333333333,140
IND313324AAA,IND313001AAB,FTL,Night,1.7058823529411764,41
IND321001AAA,IND301001AAB,FTL,Night,1.5833333333333333,15
IND321001AAA,IND321401AAB,FTL,Night,1.198051948051948,20
IND321001AAB,IND321001AAA,FTL,Night,1.3043478260869563,12
IND321001AAB,IND321401AAB,FTL,Night,1.1952380952380952,6
IND321022AAA,IND121004AAB,Carting,Night,2.0,75
IND321408AAB,IND301001AAB,FTL,Night,1.9761904761904763,4
IND321408AAB,IND321606AAA,FTL,Night,2.1034482758620685,8
IND321606AAA,IND301001AAB,FTL,Night,2.2183794466403164,18
IND321606AAA,IND321001AAA,FTL,Night,1.4100169779286928,6
IND322001AAC,IND302014AAB,Carting,Night,1.3541666666666665,34
IND322201AAA,IND302014AAB,Carting,Night,1.625,22
IND322201AAA,IND303503AAA,Carting,Night,1.6666666666666667,53
IND322230AAA,IND322241AAA,Carting,Night,1.6904761904761905,44
IND322241AAA,IND322201AAA,Carting,Night,1.8730158730158728,52
IND327001AAB,IND312605AAB,FTL,Night,1.411764705882353,9
IND327001AAB,IND312605AAB,FTL,Evening,1.565217391304348,3
IND328001AAA,IND000000ACB,FTL,Evening,1.3076923076923077,9
IND328001AAA,IND474003AAA,FTL,Afternoon,1.4844155844155844,12
IND328001AAA,IND474003AAA,FTL,Evening,1.4285714285714286,6
IND331023AAA,IND331304AAA,FTL,Night,1.1428571428571428,6
IND331304AAA,IND332001AAB,FTL,Night,2.089572192513369,14
IND331507AAA,IND302014AAA,FTL,Morning,1.8078817733990147,24
IND331701AAA,IND125001AAA,FTL,Night,2.071428571428571,6
IND332001AAB,IND333001AAA,FTL,Evening,1.25,9
IND332001AAB,IND333028AAA,FTL,Evening,1.3866995073891626,8
IND332001AAB,IND333031AAA,FTL,Evening,1.7023809523809526,10
IND332001AAB,IND333042AAA,FTL,Evening,1.6181818181818182,28
IND332001AAB,IND334001AAB,FTL,Evening,1.5294117647058822,90
IND332001AAB,IND334001AAC,FTL,Evening,1.4838709677419355,27
IND332404AAA,IND332001AAB,FTL,Afternoon,1.41640866873065,34
IND332713AAA,IND332709AAA,FTL,Night,1.7596153846153848,12
IND332713AAA,IND332715AAB,FTL,Night,1.5365612648221345,2
IND333001AAA,IND333028AAA,FTL,Night,1.411764705882353,5
IND333028AAA,IND333502AAA,FTL,Night,1.0637254901960784,2
IND333028AAA,IND333504AAA,FTL,Night,1.4213362068965516,2
IND333031AAA,IND331023AAA,FTL,Night,3.146198830409357,10
IND333042AAA,IND333031AAA,FTL,Night,1.4,33
IND333042AAA,IND333031AAA,FTL,Evening,1.4144562334217508,6
IND333504AAA,IND332713AAA,FTL,Night,1.7866666666666666,4
IND334001AAB,IND334803AAA,FTL,Night,1.6176470588235294,6
IND334001AAC,IND334803AAA,FTL,Night,1.601010101010101,12
IND334001AAC,IND341001AAC,FTL,Night,1.6360294117647058,10
IND334803AAA,IND341001AAC,FTL,Night,1.6966911764705883,8
IND335001AAA,IND125104AAA,FTL,Night,1.5238095238095235,40
IND335051AAA,IND335513AAA,Carting,Night,1.1625,10
IND335051AAA,IND335513AAA,Carting,Morning,1.2582417582417582,70
IND335501AAA,IND331701AAA,FTL,Night,1.7142857142857142,1
IND335513AAA,IND335001AAA,FTL,Night,1.8424242424242423,18
IND335513AAA,IND335803AAA,Carting,Night,1.3103448275862069,21
IND335513AAA,IND335803AAA,Carting,Morning,1.0,3
IND335513AAA,IND335804AAD,Carting,Night,1.275,6
IND335523AAB,IND125001AAA,FTL,Night,1.5588235294117647,5
IND335524AAA,IND335523AAB,FTL,Night,1.173913043478261,2
IND335701AAA,IND335051AAA,Carting,Night,1.8125,1
IND335701AAA,IND335051AAA,Carting,Morning,1.0,26
IND335703AAA,IND335701AAA,Carting,Night,1.7272727272727273,11
IND335703AAA,IND335701AAA,Carting,Morning,1.0909090909090908,21
IND335803AAA,IND335804AAD,Carting,Night,1.0954545454545455,14
IND335803AAA,IND335804AAD,Carting,Morning,1.5,3
IND335804AAD,IND335701AAA,Carting,Night,1.0416666666666665,16
IND335804AAD,IND335703AAA,Carting,Night,1.0789473684210529,17
IND335804AAD,IND335703AAA,Carting,Morning,1.0,10
IND341001AAC,IND341030AAA,FTL,Night,1.4388586956521738,4
IND341001AAC,IND341303AAA,FTL,Night,1.5327272727272727,28
IND341030AAA,IND341303AAA,FTL,Night,1.2888888888888888,6
IND341030AAA,IND341303AAA,FTL,Morning,1.368421052631579,3
IND341303AAA,IND341306AAA,FTL,Morning,1.6875,28
IND341306AAA,IND302014AAA,FTL,Morning,1.765880217785844,32
IND341503AAB,IND341510AAB,FTL,Night,2.2,6
IND341503AAB,IND341510AAB,FTL,Morning,2.0384615384615383,18
IND341505AAA,IND341503AAB,FTL,Night,1.2291666666666667,36
IND341505AAA,IND341510AAB,FTL,Night,1.6295210166177907,4
IND341510AAB,IND305001AAC,FTL,Morning,2.15,42
IND341512AAA,IND341505AAA,FTL,Night,1.7272727272727273,5
IND342005AAD,IND342601AAA,FTL,Night,2.0,24
IND342005AAD,IND342601AAA,FTL,Evening,2.2,3
IND342005AAD,IND342902AAA,FTL,Night,2.098214285714286,20
IND342005AAD,IND344022AAB,FTL,Night,1.4833333333333334,18
IND342301AAA,IND342005AAD,FTL,Afternoon,1.9,54
IND342601AAA,IND342902AAA,FTL,Night,1.810714285714286,6
IND342602AAC,IND306304AAB,FTL,Night,2.0742705570291777,2
IND342602AAC,IND311302AAA,FTL,Night,1.9090909090909087,11
IND342902AAA,IND302014AAA,FTL,Night,1.9808612440191387,40
IND342902AAA,IND302014AAA,FTL,Morning,2.0154761904761904,10
IND343001AAA,IND343029AAB,FTL,Night,1.2219887955182072,6
IND343029AAB,IND307001AAA,FTL,Night,1.2404092071611252,6
IND344001AAA,IND342301AAA,FTL,Morning,1.256578947368421,36
IND344001AAA,IND345001AAA,FTL,Morning,0.7459677419354839,42
IND344001AAA,IND345021AAA,FTL,Morning,1.2105263157894737,21
IND344022AAB,IND342301AAA,FTL,Night,1.3125,9
IND344022AAB,IND344001AAA,FTL,Night,1.4,28
IND344022AAB,IND344001AAA,FTL,Morning,1.2052631578947368,8
IND345001AAA,IND342301AAA,FTL,Morning,1.2352941176470589,7
IND345001AAA,IND345021AAA,FTL,Morning,1.25,20
IND345021AAA,IND342301AAA,FTL,Morning,1.4465240641711228,12
IND345021AAA,IND342301AAA,FTL,Afternoon,1.2287581699346406,18
IND360003AAA,IND360311AAA,Carting,Night,1.845238095238095,8
IND360311AAA,IND360050AAA,Carting,Night,1.4545454545454546,5
IND360370AAA,IND360410AAA,FTL,Night,2.4615384615384617,1
IND360410AAA,IND360490AAA,FTL,Night,2.824175824175825,2
IND360490AAA,IND362001AAA,FTL,Night,2.3208333333333333,20
IND360510AAB,IND360530AAB,Carting,Night,1.3333333333333333,37
IND360530AAB,IND362001AAA,Carting,Night,1.725,70
IND360530AAB,IND362001AAA,Carting,Morning,1.746031746031746,28
IND360575AAA,IND360510AAB,Carting,Night,1.5192307692307692,38
IND361001AAA,IND361305AAC,FTL,Night,1.7886029411764706,48
IND361305AAC,IND361315AAA,FTL,Night,1.5669642857142856,20
IND361305AAC,IND361335AAA,FTL,Night,1.5625,4
IND361315AAA,IND361335AAA,FTL,Night,1.6066176470588234,22
IND361335AAA,IND360002AAB,FTL,Night,1.4,9
IND362001AAA,IND360370AAA,FTL,Night,2.25,20
IND362001AAA,IND360575AAA,Carting,Night,1.3798076923076923,112
IND362001AAA,IND362220AAA,Carting,Night,1.7638888888888888,48
IND362001AAA,IND362220AAA,Carting,Morning,1.7638888888888888,4
IND362001AAA,IND362265AAA,Carting,Night,1.25,8
IND362001AAA,IND362265AAA,Carting,Morning,1.7,8
IND362150AAA,IND362001AAA,Carting,Morning,1.5555555555555556,54
IND362220AAA,IND362225AAA,Carting,Night,2.0,18
IND362220AAA,IND362265AAA,Carting,Night,1.6,10
IND362225AAA,IND362265AAA,Carting,Night,1.8285714285714283,22
IND362265AAA,IND362720AAA,Carting,Night,2.25,78
IND362560AAA,IND362150AAA,Carting,Night,1.4807692307692308,12
IND362560AAA,IND362150AAA,Carting,Morning,1.5941176470588236,52
IND362720AAA,IND362560AAA,Carting,Night,2.0,62
IND362720AAA,IND362560AAA,Carting,Morning,2.5,4
IND363001AAA,IND363421AAB,FTL,Night,1.1625,26
IND363310AAB,IND382430AAB,FTL,Night,1.6450304259634887,6
IND363310AAB,IND382430AAB,FTL,Morning,1.1382575757575757,48
IND363330AAB,IND363310AAB,FTL,Night,1.9349462365591397,10
IND363330AAB,IND363310AAB,FTL,Morning,0.984375,6
IND363421AAB,IND364710AAA,FTL,Night,1.8125,31
IND363520AAC,IND363001AAA,FTL,Night,1.181818181818182,39
IND363621AAB,IND360002AAB,Carting,Night,1.7181818181818183,8
IND363641AAA,IND360002AAB,Carting,Night,1.5555555555555556,7
IND363641AAA,IND363621AAB,Carting,Night,1.353846153846154,18
IND364004AAB,IND365560AAA,FTL,Evening,1.83125,34
IND364270AAA,IND364001AAA,FTL,Morning,1.927807486631016,4
IND364290AAA,IND365560AAB,FTL,Morning,2.2263157894736842,2
IND365560AAA,IND365560AAB,FTL,Night,1.8666666666666667,23
IND365560AAB,IND364290AAA,FTL,Night,2.4545454545454546,22
IND370001AAA,IND370110AAA,FTL,Night,7.020588235294118,4
IND370001AAA,IND370110AAA,FTL,Afternoon,6.352941176470588,6
IND370001AAA,IND370201AAA,FTL,Afternoon,5.695652173913044,3
IND370001AAA,IND370615AAB,FTL,Night,1.558139534883721,13
IND370001AAA,IND370615AAB,FTL,Morning,1.6793478260869565,2
IND370110AAA,IND370001AAA,FTL,Night,2.1819852941176467,28
IND370110AAA,IND370615AAB,FTL,Afternoon,1.9285714285714284,4
IND370201AAA,IND363310AAB,FTL,Night,1.565217391304348,7
IND370201AAA,IND363330AAB,FTL,Night,1.3333333333333333,48
IND370615AAB,IND370001AAA,FTL,Night,11.512820512820513,1
IND370615AAB,IND370001AAA,FTL,Morning,2.1818181818181817,3
IND380005AAA,IND382421AAA,Carting,Night,2.6666666666666665,5
IND380005AAA,IND382421AAA,Carting,Morning,3.5722222222222224,2
IND380005AAA,IND382430AAB,Carting,Night,1.6666666666666667,3
IND380005AAA,IND382721AAA,Carting,Night,3.32967032967033,4
IND380006AAA,IND382430AAB,Carting,Night,1.6904761904761905,20
IND380006AAA,IND382430AAB,Carting,Morning,1.5555555555555556,16
IND380006AAB,IND382430AAB,Carting,Night,3.125,14
IND380006AAB,IND382430AAB,Carting,Morning,2.6666666666666665,40
IND380021AAA,IND382430AAB,Carting,Night,2.2222222222222223,33
IND380021AAA,IND382430AAB,Carting,Morning,2.4222222222222225,30
IND380054AAA,IND382430AAB,Carting,Night,2.111111111111111,13
IND380054AAA,IND382430AAB,Carting,Morning,1.8785714285714283,32
IND380054AAA,IND382430AAB,Carting,Evening,1.5166666666666666,2
IND382421AAA,IND382430AAB,Carting,Morning,2.125,59
IND382421AAA,IND382721AAA,Carting,Night,1.2727272727272727,27
IND382430AAB,IND000000ACB,FTL,Morning,1.6363636363636365,490
IND382430AAB,IND000000ACB,FTL,Afternoon,1.7113095238095237,34
IND382430AAB,IND000000ACB,FTL,Evening,1.6770833333333335,34
IND382430AAB,IND313001AAB,FTL,Afternoon,1.8284313725490193,90
IND382430AAB,IND313001AAB,FTL,Evening,1.875,51
IND382430AAB,IND364004AAB,FTL,Morning,1.6201923076923077,42
IND382430AAB,IND364004AAB,FTL,Afternoon,1.6,35
IND382430AAB,IND370201AAA,FTL,Morning,1.2727272727272727,71
IND382430AAB,IND370201AAA,FTL,Afternoon,1.266798418972332,66
IND382430AAB,IND380005AAA,Carting,Night,2.0,50
IND382430AAB,IND380005AAA,Carting,Evening,1.5643939393939394,54
IND382430AAB,IND380015AAB,Carting,Night,2.5,38
IND382430AAB,IND380015AAB,Carting,Evening,2.0555555555555554,28
IND382430AAB,IND380054AAA,Carting,Night,2.142857142857143,41
IND382430AAB,IND380054AAA,Carting,Evening,1.8,38
IND382430AAB,IND382345AAA,Carting,Night,2.0,36
IND382430AAB,IND382345AAA,Carting,Evening,1.9583333333333335,30
IND382430AAB,IND384205AAA,FTL,Morning,1.4956140350877192,12
IND382430AAB,IND384205AAA,FTL,Afternoon,1.4736842105263157,23
IND382430AAB,IND384205AAA,FTL,Evening,1.2727272727272727,39
IND382430AAB,IND387620AAB,Carting,Evening,2.181818181818182,6
IND382430AAB,IND388320AAA,FTL,Afternoon,0.75,27
IND382430AAB,IND389001AAA,FTL,Afternoon,1.6754385964912282,60
IND382430AAB,IND389001AAA,FTL,Evening,1.7391304347826086,45
IND382430AAB,IND395023AAA,FTL,Afternoon,1.6770833333333335,200
IND382430AAB,IND395023AAA,FTL,Evening,1.5669642857142856,100
IND382715AAA,IND382430AAB,FTL,Night,1.8674812030075187,50
IND382721AAA,IND382430AAB,Carting,Night,2.0416666666666665,58
IND383001AAA,IND383315AAC,FTL,Night,1.1130952380952381,26
IND383255AAB,IND384205AAA,FTL,Night,1.164983164983165,28
IND383255AAB,IND384205AAA,FTL,Morning,1.1794871794871795,8
IND383315AAC,IND383255AAB,FTL,Night,1.3,39
IND383315AAC,IND384205AAA,FTL,Night,1.1363636363636365,5
IND384170AAA,IND384265AAB,FTL,Night,1.2272727272727273,17
IND384205AAA,IND382430AAB,FTL,Evening,1.8574660633484161,4
IND384205AAA,IND382715AAA,FTL,Night,1.375,22
IND384205AAA,IND382715AAA,FTL,Evening,1.5405844155844157,14
IND384205AAA,IND383001AAA,FTL,Night,1.1430395913154534,24
IND384205AAA,IND383001AAA,FTL,Evening,1.1153846153846154,9
IND384205AAA,IND384170AAA,FTL,Night,1.1428571428571428,5
IND384205AAA,IND384170AAA,FTL,Evening,1.5357142857142858,2
IND384205AAA,IND384355AAB,FTL,Night,1.7777777777777777,18
IND384205AAA,IND384355AAB,FTL,Evening,1.8981481481481481,8
IND384205AAA,IND385001AAA,FTL,Evening,1.6428571428571428,3
IND384265AAB,IND385320AAA,FTL,Night,1.173913043478261,33
IND384265AAB,IND385340AAB,FTL,Night,1.064516129032258,3
IND384355AAB,IND384205AAA,FTL,Night,2.040372670807453,2
IND384355AAB,IND385001AAA,FTL,Night,1.5,31
IND385001AAA,IND385535AAA,FTL,Night,1.5625,19
IND385320AAA,IND385340AAB,FTL,Night,0.7376344086021505,24
IND385340AAB,IND384205AAA,FTL,Night,0.9564814814814814,16
IND385535AAA,IND384205AAA,FTL,Night,1.5917508417508417,66
IND387001AAA,IND388220AAA,Carting,Night,1.7777777777777777,41
IND387620AAB,IND389230AAB,Carting,Night,1.7333333333333334,6
IND388121AAA,IND388620AAB,Carting,Night,1.3923076923076922,54
IND388220AAA,IND388320AAA,Carting,Night,1.818181818181818,41
IND388320AAA,IND387001AAA,Carting,Night,1.8,23
IND388320AAA,IND388121AAA,Carting,Night,4.25,1
IND388320AAA,IND388220AAA,Carting,Night,1.7777777777777777,3
IND388320AAA,IND390022AAA,FTL,Evening,2.0789473684210527,12
IND388620AAB,IND388320AAA,Carting,Night,1.8333333333333333,65
IND389001AAA,IND389151AAA,FTL,Night,1.5555555555555556,63
IND389151AAA,IND457661AAA,FTL,Night,2.8785714285714286,22
IND390018AAB,IND390020AAA,Carting,Night,2.0,1
IND390020AAA,IND390018AAB,Carting,Morning,3.363636363636364,1
IND390020AAA,IND390022AAA,Carting,Night,4.261904761904762,2
IND390020AAA,IND390022AAA,Carting,Morning,3.6,1
IND390020AAA,IND391110AAD,Carting,Night,1.9375,28
IND390022AAA,IND382430AAB,FTL,Evening,1.55,33
IND390022AAA,IND388320AAA,Carting,Night,1.380952380952381,28
IND390022AAA,IND388320AAA,Carting,Evening,1.4142857142857141,44
IND390022AAA,IND390020AAA,Carting,Night,3.3901515151515156,2
IND390022AAA,IND390020AAA,Carting,Morning,6.8,1
IND390022AAA,IND395023AAA,FTL,Night,1.6753812636165577,14
IND390022AAA,IND395023AAA,FTL,Evening,1.6153846153846154,133
IND391110AAD,IND390020AAA,Carting,Night,2.909090909090909,16
IND391110AAD,IND390022AAA,Carting,Night,1.5277777777777777,4
IND395001AAA,IND395023AAD,Carting,Night,10.357142857142858,14
IND395001AAA,IND395023AAD,Carting,Morning,4.071428571428571,1
IND395004AAB,IND395023AAD,Carting,Night,10.6,3
IND395004AAB,IND395023AAD,Carting,Morning,4.215277777777778,4
IND395006AAA,IND395023AAD,Carting,Night,8.304166666666667,2
IND395006AAA,IND395023AAD,Carting,Morning,70.0,1
IND395009AAA,IND395023AAD,Carting,Night,9.77777777777778,19
IND395009AAA,IND395023AAD,Carting,Morning,2.762820512820513,2
IND395010AAB,IND395023AAA,Carting,Morning,1.4375,1
IND395023AAA,IND110037AAM,FTL,Afternoon,1.6,773
IND395023AAA,IND382430AAB,FTL,Night,1.5238095238095235,141
IND395023AAA,IND382430AAB,FTL,Morning,1.581451612903226,60
IND395023AAA,IND390022AAA,FTL,Afternoon,1.5590277777777777,52
IND395023AAA,IND394221AAA,Carting,Morning,6.117647058823529,1
IND395023AAA,IND394221AAA,Carting,Afternoon,1.9090909090909087,1
IND395023AAA,IND396191AAC,FTL,Night,1.973684210526316,16
IND395023AAA,IND396191AAC,FTL,Evening,1.8214285714285712,24
